fy,vendor_key,wave_bill_id,source_row,invoice_date,vendor_raw,invoice_number,net_amount,tax_amount,account_code,amount,method,profile_id
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,2210,116.57,TAX_ITC,
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5002,24.15,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5004,285.22,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5005,20.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5007,13.44,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5013,31.83,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5014,21.40,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5016,19.98,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5021,16.30,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5031,2.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5032,313.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5033,6.52,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5034,293.45,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5035,17.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5039,16.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5099,127.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5100,32.61,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,5205,10.19,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,100,101,2023-10-21,Costco - Bill 22134501402602310211624,22134501402602310211624,1255.25,116.57,9000,3.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,2210,210.85,TAX_ITC,
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5002,34.00,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5004,401.53,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5005,28.70,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5007,18.92,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5013,44.81,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5014,30.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5016,28.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5021,22.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5031,3.73,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5032,441.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5033,9.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5034,413.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5035,24.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5039,22.66,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5099,179.28,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5100,45.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,5205,14.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,108,109,2023-10-27,Costco - Bill 22134501301362310271311,22134501301362310271311,1767.13,210.85,9000,4.48,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,2210,143.43,TAX_ITC,
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5002,23.52,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5004,277.83,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5005,19.86,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5007,13.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5013,31.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5014,20.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5016,19.46,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5021,15.88,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5031,2.58,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5032,305.27,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5033,6.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5034,285.85,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5035,16.67,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5039,15.68,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5099,124.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5100,31.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,5205,9.93,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,113,114,2023-11-02,Costco - Bill 22134500804842311022002,22134500804842311022002,1222.74,143.43,9000,3.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,2210,18.00,TAX_ITC,
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5002,2.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5004,27.27,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5005,1.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5007,1.29,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5013,3.04,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5014,2.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5016,1.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5021,1.56,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5031,0.25,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5032,29.96,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5033,0.62,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5034,28.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5035,1.64,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5039,1.54,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5099,12.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5100,3.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,5205,0.97,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,114,115,2023-11-02,Costco - Bill 22134519400272311021858,22134519400272311021858,120.00,18.00,9000,0.30,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,2210,169.90,TAX_ITC,
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5002,28.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5004,338.40,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5005,24.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5007,15.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5013,37.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5014,25.39,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5016,23.70,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5021,19.34,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5031,3.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5032,371.82,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5033,7.74,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5034,348.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5035,20.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5039,19.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5099,151.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5100,38.69,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,5205,12.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,124,125,2023-11-10,Costco - Bill 22134501203702311101654,22134501203702311101654,1489.32,169.90,9000,3.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,2210,208.11,TAX_ITC,
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5002,36.96,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5004,436.55,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5005,31.20,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5007,20.57,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5013,48.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5014,32.75,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5016,30.57,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5021,24.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5031,4.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5032,479.66,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5033,9.98,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5034,449.16,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5035,26.20,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5039,24.64,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5099,194.92,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5100,49.92,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,5205,15.60,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,128,129,2023-11-17,Costco - Bill 22134500703462311171643,22134500703462311171643,1921.27,208.11,9000,4.87,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,2210,13.34,TAX_ITC,
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5002,1.71,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5004,20.21,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5005,1.44,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5007,0.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5013,2.26,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5014,1.52,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5016,1.42,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5021,1.16,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5031,0.19,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5032,22.21,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5033,0.46,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5034,20.80,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5035,1.21,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5039,1.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5099,9.02,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5100,2.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,5205,0.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,130,131,2023-11-17,Costco - Bill,,88.96,13.34,9000,0.23,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,2210,89.49,TAX_ITC,
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5002,21.27,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5004,251.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5005,17.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5007,11.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5013,28.03,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5014,18.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5016,17.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5021,14.36,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5031,2.33,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5032,275.97,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5033,5.74,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5034,258.42,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5035,15.07,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5039,14.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5099,112.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5100,28.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,5205,8.97,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,138,139,2023-12-03,Costco - Bill 22134500801272312031227,22134500801272312031227,1105.39,89.49,9000,2.80,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,,6600,648.39,BILL_COMPONENT_OVERRIDE,
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,2210,130.02,TAX_ITC,
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5002,8.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5004,98.60,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5005,7.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5007,4.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5013,11.00,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5014,7.40,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5016,6.90,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5021,5.64,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5031,0.92,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5032,108.34,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5033,2.25,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5034,101.45,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5035,5.92,VENDOR_PROFILE_ESTIMATE,36
