bank_txn_id,bank_date,category,amount_cents,amount,journal_entry_id
838,2024-11-12,CASH_DEPOSIT,750000,7500.00,BANK_INFLOW_CASH_DEPOSIT_838
852,2024-11-12,SHOPIFY_PAYOUT,10138,101.38,BANK_INFLOW_SHOPIFY_PAYOUT_852
837,2024-11-13,SHOPIFY_PAYOUT,21590,215.90,BANK_INFLOW_SHOPIFY_PAYOUT_837
833,2024-11-14,SHOPIFY_PAYOUT,878133,8781.33,BANK_INFLOW_SHOPIFY_PAYOUT_833
832,2024-11-15,SHOPIFY_PAYOUT,12090,120.90,BANK_INFLOW_SHOPIFY_PAYOUT_832
825,2024-11-18,CASH_DEPOSIT,50000,500.00,BANK_INFLOW_CASH_DEPOSIT_825
829,2024-11-18,SHOPIFY_PAYOUT,14743,147.43,BANK_INFLOW_SHOPIFY_PAYOUT_829
815,2024-11-19,SHOPIFY_PAYOUT,43749,437.49,BANK_INFLOW_SHOPIFY_PAYOUT_815
813,2024-11-20,SHOPIFY_PAYOUT,396551,3965.51,BANK_INFLOW_SHOPIFY_PAYOUT_813
812,2024-11-21,SHOPIFY_PAYOUT,18622,186.22,BANK_INFLOW_SHOPIFY_PAYOUT_812
811,2024-11-22,SHOPIFY_PAYOUT,32812,328.12,BANK_INFLOW_SHOPIFY_PAYOUT_811
806,2024-11-25,SHOPIFY_PAYOUT,18019,180.19,BANK_INFLOW_SHOPIFY_PAYOUT_806
805,2024-11-26,SHOPIFY_PAYOUT,40266,402.66,BANK_INFLOW_SHOPIFY_PAYOUT_805
804,2024-11-27,SHOPIFY_PAYOUT,508076,5080.76,BANK_INFLOW_SHOPIFY_PAYOUT_804
800,2024-11-28,SHOPIFY_PAYOUT,24821,248.21,BANK_INFLOW_SHOPIFY_PAYOUT_800
799,2024-11-29,SHOPIFY_PAYOUT,16267,162.67,BANK_INFLOW_SHOPIFY_PAYOUT_799
795,2024-12-02,SHOPIFY_PAYOUT,14083,140.83,BANK_INFLOW_SHOPIFY_PAYOUT_795
788,2024-12-03,SHOPIFY_PAYOUT,39404,394.04,BANK_INFLOW_SHOPIFY_PAYOUT_788
765,2024-12-04,OTHER_INFLOW,500,5.00,BANK_INFLOW_OTHER_INFLOW_765
766,2024-12-04,CASH_DEPOSIT,988000,9880.00,BANK_INFLOW_CASH_DEPOSIT_766
769,2024-12-04,SHOPIFY_PAYOUT,427942,4279.42,BANK_INFLOW_SHOPIFY_PAYOUT_769
763,2024-12-05,SHOPIFY_PAYOUT,17655,176.55,BANK_INFLOW_SHOPIFY_PAYOUT_763
760,2024-12-06,SHOPIFY_PAYOUT,28951,289.51,BANK_INFLOW_SHOPIFY_PAYOUT_760
758,2024-12-09,SHOPIFY_PAYOUT,18741,187.41,BANK_INFLOW_SHOPIFY_PAYOUT_758
747,2024-12-10,SHOPIFY_PAYOUT,61093,610.93,BANK_INFLOW_SHOPIFY_PAYOUT_747
746,2024-12-11,SHOPIFY_PAYOUT,495647,4956.47,BANK_INFLOW_SHOPIFY_PAYOUT_746
741,2024-12-12,SHOPIFY_PAYOUT,19296,192.96,BANK_INFLOW_SHOPIFY_PAYOUT_741
739,2024-12-13,SHOPIFY_PAYOUT,68709,687.09,BANK_INFLOW_SHOPIFY_PAYOUT_739
736,2024-12-16,SHOPIFY_PAYOUT,86212,862.12,BANK_INFLOW_SHOPIFY_PAYOUT_736
723,2024-12-17,SHOPIFY_PAYOUT,15126,151.26,BANK_INFLOW_SHOPIFY_PAYOUT_723
722,2024-12-18,SHOPIFY_PAYOUT,368636,3686.36,BANK_INFLOW_SHOPIFY_PAYOUT_722
720,2024-12-19,SHOPIFY_PAYOUT,7500,75.00,BANK_INFLOW_SHOPIFY_PAYOUT_720
719,2024-12-20,SHOPIFY_PAYOUT,67253,672.53,BANK_INFLOW_SHOPIFY_PAYOUT_719
710,2024-12-23,SHOPIFY_PAYOUT,7732,77.32,BANK_INFLOW_SHOPIFY_PAYOUT_710
707,2024-12-24,ETRANSFER_RECLAIM,2069,20.69,BANK_INFLOW_ETRANSFER_RECLAIM_707
706,2024-12-27,SHOPIFY_PAYOUT,99374,993.74,BANK_INFLOW_SHOPIFY_PAYOUT_706
704,2024-12-30,SHOPIFY_PAYOUT,24605,246.05,BANK_INFLOW_SHOPIFY_PAYOUT_704
701,2024-12-31,SHOPIFY_PAYOUT,1255,12.55,BANK_INFLOW_SHOPIFY_PAYOUT_701
695,2025-01-02,SHOPIFY_PAYOUT,67648,676.48,BANK_INFLOW_SHOPIFY_PAYOUT_695
693,2025-01-03,SHOPIFY_PAYOUT,7886,78.86,BANK_INFLOW_SHOPIFY_PAYOUT_693
686,2025-01-07,SHOPIFY_PAYOUT,8257,82.57,BANK_INFLOW_SHOPIFY_PAYOUT_686
687,2025-01-07,SHOPIFY_PAYOUT,9844,98.44,BANK_INFLOW_SHOPIFY_PAYOUT_687
685,2025-01-08,SHOPIFY_PAYOUT,491317,4913.17,BANK_INFLOW_SHOPIFY_PAYOUT_685
669,2025-01-09,SHOPIFY_PAYOUT,10393,103.93,BANK_INFLOW_SHOPIFY_PAYOUT_669
666,2025-01-10,CASH_DEPOSIT,1160000,11600.00,BANK_INFLOW_CASH_DEPOSIT_666
667,2025-01-10,SHOPIFY_PAYOUT,11146,111.46,BANK_INFLOW_SHOPIFY_PAYOUT_667
665,2025-01-13,SHOPIFY_PAYOUT,10058,100.58,BANK_INFLOW_SHOPIFY_PAYOUT_665
659,2025-01-14,SHOPIFY_PAYOUT,37988,379.88,BANK_INFLOW_SHOPIFY_PAYOUT_659
658,2025-01-15,SHOPIFY_PAYOUT,649018,6490.18,BANK_INFLOW_SHOPIFY_PAYOUT_658
656,2025-01-16,SHOPIFY_PAYOUT,21348,213.48,BANK_INFLOW_SHOPIFY_PAYOUT_656
642,2025-01-17,SHOPIFY_PAYOUT,11270,112.70,BANK_INFLOW_SHOPIFY_PAYOUT_642
631,2025-01-20,CASH_DEPOSIT,694500,6945.00,BANK_INFLOW_CASH_DEPOSIT_631
638,2025-01-20,SHOPIFY_PAYOUT,11692,116.92,BANK_INFLOW_SHOPIFY_PAYOUT_638
630,2025-01-21,SHOPIFY_PAYOUT,23893,238.93,BANK_INFLOW_SHOPIFY_PAYOUT_630
629,2025-01-22,SHOPIFY_PAYOUT,490977,4909.77,BANK_INFLOW_SHOPIFY_PAYOUT_629
628,2025-01-23,SHOPIFY_PAYOUT,16113,161.13,BANK_INFLOW_SHOPIFY_PAYOUT_628
627,2025-01-24,SHOPIFY_PAYOUT,14306,143.06,BANK_INFLOW_SHOPIFY_PAYOUT_627
625,2025-01-27,SHOPIFY_PAYOUT,8366,83.66,BANK_INFLOW_SHOPIFY_PAYOUT_625
603,2025-01-28,SHOPIFY_PAYOUT,18887,188.87,BANK_INFLOW_SHOPIFY_PAYOUT_603
602,2025-01-29,SHOPIFY_PAYOUT,535322,5353.22,BANK_INFLOW_SHOPIFY_PAYOUT_602
600,2025-01-30,SHOPIFY_PAYOUT,18197,181.97,BANK_INFLOW_SHOPIFY_PAYOUT_600
599,2025-01-31,SHOPIFY_PAYOUT,4643,46.43,BANK_INFLOW_SHOPIFY_PAYOUT_599
590,2025-02-04,SHOPIFY_PAYOUT,28510,285.10,BANK_INFLOW_SHOPIFY_PAYOUT_590
589,2025-02-05,SHOPIFY_PAYOUT,98383,983.83,BANK_INFLOW_SHOPIFY_PAYOUT_589
587,2025-02-06,SHOPIFY_PAYOUT,12552,125.52,BANK_INFLOW_SHOPIFY_PAYOUT_587
586,2025-02-07,SHOPIFY_PAYOUT,16468,164.68,BANK_INFLOW_SHOPIFY_PAYOUT_586
584,2025-02-10,SHOPIFY_PAYOUT,13898,138.98,BANK_INFLOW_SHOPIFY_PAYOUT_584
570,2025-02-11,SHOPIFY_PAYOUT,83723,837.23,BANK_INFLOW_SHOPIFY_PAYOUT_570
567,2025-02-12,SHOPIFY_PAYOUT,471389,4713.89,BANK_INFLOW_SHOPIFY_PAYOUT_567
554,2025-02-13,SHOPIFY_PAYOUT,23463,234.63,BANK_INFLOW_SHOPIFY_PAYOUT_554
553,2025-02-14,SHOPIFY_PAYOUT,18266,182.66,BANK_INFLOW_SHOPIFY_PAYOUT_553
550,2025-02-18,SHOPIFY_PAYOUT,16078,160.78,BANK_INFLOW_SHOPIFY_PAYOUT_550
545,2025-02-20,SHOPIFY_PAYOUT,578935,5789.35,BANK_INFLOW_SHOPIFY_PAYOUT_545
544,2025-02-21,SHOPIFY_PAYOUT,11004,110.04,BANK_INFLOW_SHOPIFY_PAYOUT_544
541,2025-02-24,CASH_DEPOSIT,1507000,15070.00,BANK_INFLOW_CASH_DEPOSIT_541
542,2025-02-24,SHOPIFY_PAYOUT,7851,78.51,BANK_INFLOW_SHOPIFY_PAYOUT_542
532,2025-02-25,SHOPIFY_PAYOUT,47824,478.24,BANK_INFLOW_SHOPIFY_PAYOUT_532
531,2025-02-26,SHOPIFY_PAYOUT,450849,4508.49,BANK_INFLOW_SHOPIFY_PAYOUT_531
529,2025-02-27,SHOPIFY_PAYOUT,24488,244.88,BANK_INFLOW_SHOPIFY_PAYOUT_529
514,2025-02-28,SHOPIFY_PAYOUT,10421,104.21,BANK_INFLOW_SHOPIFY_PAYOUT_514
510,2025-03-03,SHOPIFY_PAYOUT,13202,132.02,BANK_INFLOW_SHOPIFY_PAYOUT_510
502,2025-03-05,SHOPIFY_PAYOUT,211165,2111.65,BANK_INFLOW_SHOPIFY_PAYOUT_502
499,2025-03-06,SHOPIFY_PAYOUT,14083,140.83,BANK_INFLOW_SHOPIFY_PAYOUT_499
498,2025-03-07,SHOPIFY_PAYOUT,23163,231.63,BANK_INFLOW_SHOPIFY_PAYOUT_498
496,2025-03-10,SHOPIFY_PAYOUT,109103,1091.03,BANK_INFLOW_SHOPIFY_PAYOUT_496
488,2025-03-11,SHOPIFY_PAYOUT,30621,306.21,BANK_INFLOW_SHOPIFY_PAYOUT_488
486,2025-03-12,SHOPIFY_PAYOUT,313540,3135.40,BANK_INFLOW_SHOPIFY_PAYOUT_486
485,2025-03-13,SHOPIFY_PAYOUT,12258,122.58,BANK_INFLOW_SHOPIFY_PAYOUT_485
484,2025-03-14,SHOPIFY_PAYOUT,15430,154.30,BANK_INFLOW_SHOPIFY_PAYOUT_484
480,2025-03-17,SHOPIFY_PAYOUT,22704,227.04,BANK_INFLOW_SHOPIFY_PAYOUT_480
455,2025-03-18,CASH_DEPOSIT,950000,9500.00,BANK_INFLOW_CASH_DEPOSIT_455
456,2025-03-18,SHOPIFY_PAYOUT,14075,140.75,BANK_INFLOW_SHOPIFY_PAYOUT_456
452,2025-03-19,SHOPIFY_PAYOUT,426050,4260.50,BANK_INFLOW_SHOPIFY_PAYOUT_452
451,2025-03-20,SHOPIFY_PAYOUT,16009,160.09,BANK_INFLOW_SHOPIFY_PAYOUT_451
441,2025-03-21,SHOPIFY_PAYOUT,11593,115.93,BANK_INFLOW_SHOPIFY_PAYOUT_441
439,2025-03-24,SHOPIFY_PAYOUT,10466,104.66,BANK_INFLOW_SHOPIFY_PAYOUT_439
434,2025-03-25,SHOPIFY_PAYOUT,26800,268.00,BANK_INFLOW_SHOPIFY_PAYOUT_434
433,2025-03-26,SHOPIFY_PAYOUT,499727,4997.27,BANK_INFLOW_SHOPIFY_PAYOUT_433
426,2025-03-27,SHOPIFY_PAYOUT,408985,4089.85,BANK_INFLOW_SHOPIFY_PAYOUT_426
425,2025-03-28,SHOPIFY_PAYOUT,41444,414.44,BANK_INFLOW_SHOPIFY_PAYOUT_425
423,2025-03-31,SHOPIFY_PAYOUT,2222,22.22,BANK_INFLOW_SHOPIFY_PAYOUT_423
417,2025-04-01,SHOPIFY_PAYOUT,15847,158.47,BANK_INFLOW_SHOPIFY_PAYOUT_417
415,2025-04-02,SHOPIFY_PAYOUT,3783,37.83,BANK_INFLOW_SHOPIFY_PAYOUT_415
414,2025-04-03,SHOPIFY_PAYOUT,20154,201.54,BANK_INFLOW_SHOPIFY_PAYOUT_414
413,2025-04-04,SHOPIFY_PAYOUT,7215,72.15,BANK_INFLOW_SHOPIFY_PAYOUT_413
411,2025-04-07,SHOPIFY_PAYOUT,5336,53.36,BANK_INFLOW_SHOPIFY_PAYOUT_411
407,2025-04-08,SHOPIFY_PAYOUT,22936,229.36,BANK_INFLOW_SHOPIFY_PAYOUT_407
401,2025-04-09,NAYAX_PAYOUT,16347,163.47,BANK_INFLOW_NAYAX_PAYOUT_401
402,2025-04-09,SHOPIFY_PAYOUT,69451,694.51,BANK_INFLOW_SHOPIFY_PAYOUT_402
399,2025-04-10,SHOPIFY_PAYOUT,5892,58.92,BANK_INFLOW_SHOPIFY_PAYOUT_399
391,2025-04-14,SHOPIFY_PAYOUT,9850,98.50,BANK_INFLOW_SHOPIFY_PAYOUT_391
386,2025-04-15,SHOPIFY_PAYOUT,8388,83.88,BANK_INFLOW_SHOPIFY_PAYOUT_386
385,2025-04-16,SHOPIFY_PAYOUT,160059,1600.59,BANK_INFLOW_SHOPIFY_PAYOUT_385
382,2025-04-17,SHOPIFY_PAYOUT,1327,13.27,BANK_INFLOW_SHOPIFY_PAYOUT_382
381,2025-04-21,SHOPIFY_PAYOUT,9174,91.74,BANK_INFLOW_SHOPIFY_PAYOUT_381
376,2025-04-22,SHOPIFY_PAYOUT,6418,64.18,BANK_INFLOW_SHOPIFY_PAYOUT_376
374,2025-04-23,SHOPIFY_PAYOUT,20302,203.02,BANK_INFLOW_SHOPIFY_PAYOUT_374
373,2025-04-24,NAYAX_PAYOUT,14025,140.25,BANK_INFLOW_NAYAX_PAYOUT_373
359,2025-05-05,CASH_DEPOSIT,790000,7900.00,BANK_INFLOW_CASH_DEPOSIT_359
347,2025-05-22,SHAREHOLDER_LOAN_REPAYMENT,900000,9000.00,BANK_INFLOW_SHAREHOLDER_LOAN_REPAYMENT_347
348,2025-05-22,SHOPIFY_PAYOUT,89621,896.21,BANK_INFLOW_SHOPIFY_PAYOUT_348
344,2025-05-23,NAYAX_PAYOUT,1321,13.21,BANK_INFLOW_NAYAX_PAYOUT_344
343,2025-05-26,SHOPIFY_PAYOUT,29769,297.69,BANK_INFLOW_SHOPIFY_PAYOUT_343
342,2025-05-28,SHOPIFY_PAYOUT,124553,1245.53,BANK_INFLOW_SHOPIFY_PAYOUT_342
